postid,postdate,tag,TFMvalue,comparitive_count,Normalized_count
1682,1341910260,0,0.666666667,0,0
1683,1280139900,0,0.666666667,0,0
1684,1280140080,0,0.8,3,0.05
1685,1280142180,0,0.666666667,1,0.016666667
1686,1280139960,0,0.666666667,2,0.033333333
1687,1280143680,0,0.666666667,4,0.066666667
1688,1357073520,0,0.666666667,0,0
1689,1402443240,0,0.666666667,2,0.033333333
1690,1246439340,0,0.857142857,6,0.1
1691,1246440360,0,0.666666667,15,0.25
1692,1246440060,0,0.75,4,0.066666667
1693,1246439880,0,0.666666667,0,0
1694,1351155840,0,0.888888889,4,0.066666667
1695,1246448100,0,0.7,0,0
1696,1246442100,0,0.5,6,0.1
1697,1246439880,0,0.5,9,0.15
1698,1246449540,0,0.666666667,1,0.016666667
1699,1246439820,0,0.5,5,0.083333333
1700,1246441320,0,0.714285714,1,0.016666667
1701,1246443540,0,0.666666667,0,0
1702,1246453740,0,0.75,0,0
1703,1246444200,0,0.666666667,4,0.066666667
1704,1246439820,0,0.75,1,0.016666667
1705,1246444020,0,0.8,2,0.033333333
1706,1246454640,0,0.75,0,0
1707,1246469160,0,0.8,10,0.166666667
1708,1246513500,0,0.6875,4,0.066666667
1709,1246515960,0,0.75,1,0.016666667
1710,1265970180,0,0.666666667,2,0.033333333
1711,1246446720,0,0.666666667,1,0.016666667
1712,1393358880,0,0.666666667,1,0.016666667
1713,1351183320,0,0.75,0,0
1714,1351183440,0,0.555555556,0,0
1715,1351183440,0,0.75,1,0.016666667
1716,1351183500,0,0.75,1,0.016666667
1717,1351184040,0,0.8,0,0
1718,1351198500,0,0.666666667,3,0.05
1719,1270010460,0,0.6,1,0.016666667
1720,1270015320,0,0.769230769,4,0.066666667
1721,1270018560,0,0.714285714,7,0.116666667
1722,1305020940,0,0.777777778,1,0.016666667
1723,1270039920,0,0.8,0,0
1724,1270010700,0,0.666666667,0,0
1725,1270010700,0,0.75,2,0.033333333
1726,1270012800,0,0.666666667,4,0.066666667
1727,1270010700,0,0.666666667,2,0.033333333
1728,1231468680,0,0.666666667,3,0.05
1729,1240280700,0,0.75,1,0.016666667
1730,1231476180,0,0.75,3,0.05
1731,1231469340,0,0.666666667,3,0.05
1732,1231471440,0,0.75,1,0.016666667
1733,1231469040,0,0.8,3,0.05
1734,1231476720,0,0.666666667,13,0.216666667
1735,1371041820,0,0.666666667,5,0.083333333
1736,1314008520,0,0.666666667,1,0.016666667
1737,1337477220,0,0.75,1,0.016666667
1738,1361175480,0,0.6,0,0
1739,1260508380,0,0.6,0,0
1740,1260508620,0,0.833333333,0,0
1741,1260509700,0,0.666666667,6,0.1
1742,1260510000,0,0.666666667,5,0.083333333
1743,1260508980,0,0.666666667,5,0.083333333
1744,1260509040,0,0.857142857,1,0.016666667
1745,1260532260,0,0.914285714,11,0.183333333
1746,1260543420,0,0.857142857,6,0.1
1747,1260546960,0,0.75,14,0.233333333
1748,1379119260,0,0.75,5,0.083333333
1749,1379119320,0,0.75,0,0
1750,1379120100,0,0.666666667,2,0.033333333
1751,1296148860,0,0.666666667,1,0.016666667
1752,1296149040,0,0.75,0,0
1753,1363166640,0,0.5,0,0
1754,1296149100,0,0.8,0,0
1755,1296148980,0,0.777777778,0,0
1756,1343678040,0,0.923076923,1,0.016666667
1757,1321348140,0,0.666666667,1,0.016666667
1758,1305799200,0,0.714285714,1,0.016666667
1759,1392721680,0,0.8,0,0
1760,1265955900,0,0.5,0,0
1761,1265956200,0,0.6,2,0.033333333
1762,1265956200,0,0.857142857,3,0.05
1763,1265956440,0,0.571428571,3,0.05
1764,1377742260,0,0.75,0,0
1765,1243197000,0,0.941176471,4,0.066666667
1766,1243197240,0,0.625,4,0.066666667
1767,1243198620,0,0.888888889,2,0.033333333
1768,1243197480,0,0.75,3,0.05
1769,1263440340,0,0.909090909,3,0.05
1770,1243197180,0,0.888888889,3,0.05
1771,1243197300,0,0.75,1,0.016666667
1772,1311348480,0,0.818181818,5,0.083333333
1773,1311349620,0,0.75,23,0.383333333
1774,1311349080,0,0.833333333,1,0.016666667
1775,1311349440,0,0.75,3,0.05
1776,1268704380,0,0.857142857,0,0
1777,1268704560,0,0.8,2,0.033333333
1778,1268704500,0,0.888888889,0,0
1779,1268704740,0,0.8,0,0
1780,1364991000,0,0.833333333,1,0.016666667
1781,1261665900,0,0.833333333,0,0
1782,1261689180,0,0.8,0,0
1783,1261666920,0,0.8,5,0.083333333
1784,1261666320,0,0.8,2,0.033333333
1785,1261666320,0,0.5,0,0
1786,1261666920,0,0.666666667,2,0.033333333
1787,1261666800,0,0.75,1,0.016666667
1788,1261688460,0,0.75,2,0.033333333
1789,1268228340,0,0.75,1,0.016666667
1790,1372327920,0,0.833333333,4,0.066666667
1791,1372887360,0,0.857142857,9,0.15
1792,1376313780,0,0.75,0,0
1793,1376313900,0,0.833333333,12,0.2
1794,1376313960,0,0.666666667,4,0.066666667
1795,1376313900,0,0.833333333,5,0.083333333
1796,1376313960,0,0.75,4,0.066666667
1797,1376315700,0,0.909090909,14,0.233333333
1798,1376313960,0,0.75,4,0.066666667
1799,1376314680,0,0.75,3,0.05
1800,1376315160,0,0.75,5,0.083333333
1801,1376313840,0,0.666666667,1,0.016666667
1802,1376314020,0,0.571428571,4,0.066666667
1803,1376314140,0,0.666666667,2,0.033333333
1804,1376314860,0,0.75,3,0.05
1805,1376323080,0,0.75,9,0.15
1806,1297336320,0,0.666666667,4,0.066666667
1807,1297336860,0,0.5,0,0
1808,1297336920,0,0.888888889,0,0
1809,1297336740,0,0.8,15,0.25
1810,1297336680,0,0.75,4,0.066666667
1811,1297338240,0,0.875,0,0
1812,1245832920,0,0.666666667,3,0.05
1813,1245833100,0,0.8,1,0.016666667
1814,1245841560,0,0.666666667,0,0
1815,1363807440,0,0.8,1,0.016666667
1816,1382930040,0,0.75,0,0
1817,1363807620,0,0.833333333,3,0.05
1818,1363808220,0,0.5,0,0
1819,1363808460,0,0.8,0,0
1820,1334926560,0,0.769230769,2,0.033333333
1821,1334927820,0,0.6,2,0.033333333
1822,1334927400,0,0.846153846,0,0
1823,1349624100,0,0.75,3,0.05
1824,1277405700,0,0.666666667,1,0.016666667
1825,1277405820,0,0.714285714,0,0
1826,1401900660,0,0.666666667,7,0.116666667
1827,1401901320,0,0.75,2,0.033333333
1828,1296008460,0,0.6,2,0.033333333
1829,1296010020,0,0.5,5,0.083333333
1830,1245783480,0,0.6,0,0
1831,1245783720,0,0.75,4,0.066666667
1832,1245787920,0,0.75,0,0
1833,1245783840,0,0.666666667,0,0
1834,1245784740,0,0.666666667,5,0.083333333
1835,1245785100,0,0.666666667,0,0
1836,1245783720,0,0.875,0,0
1837,1245784440,0,0.666666667,2,0.033333333
1838,1329519960,0,0.666666667,2,0.033333333
1839,1329523260,0,0.666666667,9,0.15
1840,1329520380,0,0.75,2,0.033333333
1841,1329520740,0,0.666666667,1,0.016666667
1842,1329527100,0,0.666666667,14,0.233333333
1843,1269914880,0,0.666666667,1,0.016666667
1844,1269916680,0,0.6,0,0
1845,1269916680,0,0.6,3,0.05
1846,1335134940,0,0.75,3,0.05
1847,1335135120,0,0.714285714,1,0.016666667
1848,1335135840,0,0.5,4,0.066666667
1849,1335135660,0,0.714285714,0,0
1850,1367601840,0,0.5,15,0.25
1851,1367602500,0,0.75,1,0.016666667
1852,1367611680,0,0.6,11,0.183333333
1853,1263930720,0,0.75,2,0.033333333
1854,1263935220,0,0.5,1,0.016666667
1855,1263930960,0,0.666666667,2,0.033333333
1856,1263931560,0,0.714285714,4,0.066666667
1857,1263930900,0,0.8,1,0.016666667
1858,1263932700,0,0.75,3,0.05
1859,1263930960,0,0.6,4,0.066666667
1860,1263931020,0,0.666666667,3,0.05
1861,1263931080,0,0.857142857,1,0.016666667
1862,1324450800,0,0.833333333,2,0.033333333
1863,1324451100,0,0.5,0,0
1864,1324450980,0,0.875,1,0.016666667
1865,1324452180,0,0.75,0,0
1866,1384244940,0,0.666666667,1,0.016666667
1867,1384245420,0,0.8,2,0.033333333
1868,1384245420,0,0.75,0,0
1869,1384245420,0,0.666666667,0,0
1870,1384245420,0,0.6,0,0
1871,1384245300,0,0.5,0,0
1872,1384245780,0,0.75,0,0
1873,1384245780,0,0.909090909,0,0
1874,1384247520,0,0.8,1,0.016666667
1875,1301198040,0,0.833333333,4,0.066666667
1876,1301216820,0,0.857142857,5,0.083333333
1877,1301200500,0,0.8,1,0.016666667
1878,1339390800,0,0.833333333,3,0.05
1879,1339391400,0,0.625,4,0.066666667
1880,1300850580,0,0.875,3,0.05
1881,1300850880,0,0.8,1,0.016666667
1882,1318218960,0,0.8,0,0
1883,1288707120,0,0.833333333,2,0.033333333
1884,1288707660,0,0.75,2,0.033333333
1885,1288707660,0,0.6,3,0.05
1886,1288707900,0,0.8,1,0.016666667
1887,1288707720,0,0.8,3,0.05
1888,1288708140,0,0.75,1,0.016666667
1889,1288707900,0,0.909090909,1,0.016666667
1890,1288708080,0,0.888888889,1,0.016666667
1891,1358922300,0,0.666666667,0,0
1892,1358922540,0,0.833333333,3,0.05
1893,1358923080,0,0.625,2,0.033333333
1894,1396658940,0,0.857142857,1,0.016666667
1895,1320858780,0,0.888888889,5,0.083333333
1896,1320859140,0,0.5,0,0
1897,1320859200,0,0.833333333,2,0.033333333
1898,1320859080,0,0.5,0,0
1899,1320859320,0,0.666666667,1,0.016666667
1900,1320859560,0,0.857142857,1,0.016666667
1901,1320859140,0,0.928571429,1,0.016666667
1902,1320859560,0,0.8,3,0.05
1903,1352733780,0,0.666666667,0,0
1904,1352733960,0,0.666666667,5,0.083333333
1905,1352734140,0,0.833333333,3,0.05
1906,1352734020,0,0.555555556,3,0.05
1907,1352734020,0,0.75,3,0.05
1908,1352734080,0,0.555555556,6,0.1
1909,1321991940,0,0.666666667,3,0.05
1910,1321992420,0,0.8,5,0.083333333
1911,1286454840,0,0.75,1,0.016666667
1912,1286455020,0,0.666666667,3,0.05
1913,1286455020,0,0.666666667,2,0.033333333
1914,1286455140,0,0.571428571,2,0.033333333
1915,1286457360,0,0.571428571,0,0
1916,1286458920,0,0.7,0,0
1917,1286474040,0,0.666666667,4,0.066666667
1918,1286455140,0,0.75,0,0
1919,1286455200,0,0.714285714,1,0.016666667
1920,1371776580,0,0.75,7,0.116666667
1921,1371778200,0,0.909090909,4,0.066666667
1922,1298715840,0,0.888888889,1,0.016666667
1923,1298716860,0,0.666666667,5,0.083333333
1924,1298716080,0,0.8,4,0.066666667
1925,1298716320,0,0.6,12,0.2
1926,1298721060,0,0.833333333,7,0.116666667
1927,1298724300,0,0.6,2,0.033333333
1928,1291209660,0,0.5,8,0.133333333
1929,1291210260,0,0.75,3,0.05
1930,1291209780,0,0.875,4,0.066666667
1931,1395334620,0,0.777777778,7,0.116666667
1932,1395334980,0,0.833333333,11,0.183333333
1933,1395335040,0,0.666666667,2,0.033333333
1934,1395335820,0,0.571428571,3,0.05
1935,1395335340,0,0.75,1,0.016666667
1936,1302394260,0,0.666666667,9,0.15
1937,1302394980,0,0.666666667,9,0.15
1938,1302398340,0,0.8,1,0.016666667
1939,1297578600,0,0.8,3,0.05
1940,1297579020,0,0.75,0,0
1941,1297578960,0,0.75,0,0
1942,1297578960,0,0.928571429,2,0.033333333
1943,1297579320,0,0.666666667,3,0.05
1944,1297579440,0,0.833333333,0,0
1945,1404035160,0,0.8,6,0.1
1946,1404035820,0,0.75,4,0.066666667
1947,1404035580,0,0.8,2,0.033333333
1948,1382037180,0,0.769230769,2,0.033333333
1949,1382037420,0,0.909090909,0,0
1950,1382038020,0,0.714285714,2,0.033333333
1951,1354573680,0,0.75,4,0.066666667
1952,1354574220,0,0.8,1,0.016666667
1953,1354574820,0,0.857142857,1,0.016666667
1954,1353558660,0,0.666666667,7,0.116666667
1955,1353559620,0,0.666666667,0,0
1956,1353559500,0,0.75,3,0.05
1957,1295899980,0,0.8,4,0.066666667
1958,1295901300,0,0.714285714,3,0.05
1959,1295908260,0,0.666666667,2,0.033333333
1960,1375450560,0,0.666666667,4,0.066666667
1961,1393651200,0,0.833333333,1,0.016666667
1962,1393651440,0,0.833333333,6,0.1
1963,1277327760,0,0.666666667,6,0.1
1964,1277503860,0,0.8,1,0.016666667
1965,1277331780,0,0.8,1,0.016666667
1966,1277329980,0,0.666666667,0,0
1967,1277330400,0,0.75,1,0.016666667
1968,1277328480,0,0.75,4,0.066666667
1969,1277328240,0,0.75,2,0.033333333
1970,1277328120,0,0.833333333,3,0.05
1971,1277329560,0,0.666666667,3,0.05
1972,1277328900,0,0.5,2,0.033333333
1973,1277328420,0,0.6,3,0.05
1974,1277363280,0,0.666666667,2,0.033333333
1975,1277799900,0,0.857142857,15,0.25
1976,1277328480,0,0.666666667,1,0.016666667
1977,1277496480,0,0.5,2,0.033333333
1978,1277497380,0,0.8,2,0.033333333
1979,1277328300,0,0.8,2,0.033333333
1980,1235447640,0,0.75,1,0.016666667
1981,1235447820,0,0.666666667,8,0.133333333
1982,1235452860,0,0.75,11,0.183333333
1983,1235462280,0,0.75,5,0.083333333
1984,1235447880,0,0.642857143,0,0
1985,1235508600,0,0.75,4,0.066666667
1986,1235447940,0,0.555555556,1,0.016666667
1987,1235461800,0,0.666666667,1,0.016666667
1988,1235473860,0,0.75,0,0
1989,1235850240,0,0.75,3,0.05
1990,1272076260,0,0.75,1,0.016666667
1991,1272076560,0,0.888888889,2,0.033333333
1992,1272076920,0,0.833333333,0,0
1993,1272076860,0,0.75,0,0
1994,1252031040,0,0.6,0,0
1995,1252031700,0,0.5,0,0
1996,1310256360,0,0.666666667,0,0
1997,1310256540,0,0.8,0,0
1998,1310256600,0,0.75,0,0
1999,1310256600,0,0.666666667,1,0.016666667
2000,1310256600,0,0.666666667,0,0
2001,1310257020,0,0.666666667,0,0
2002,1288205820,0,0.571428571,2,0.033333333
2003,1288206780,0,0.666666667,0,0
2004,1288206060,0,0.666666667,4,0.066666667
2005,1288206900,0,0.75,1,0.016666667
2006,1288206000,0,0.666666667,0,0
2007,1288207020,0,0.5,0,0
2008,1288207080,0,0.928571429,1,0.016666667
2009,1288206060,0,0.75,4,0.066666667
2010,1288206000,0,0.8,0,0
2011,1288206180,0,0.833333333,2,0.033333333
2012,1354637940,0,0.833333333,0,0
2013,1354639140,0,0.75,3,0.05
2014,1354638300,0,0.857142857,0,0
2015,1354638480,0,0.666666667,0,0
2016,1354638060,0,0.75,1,0.016666667
2017,1354638600,0,0.6,0,0
2018,1272580680,0,0.75,3,0.05
2019,1272587640,0,0.666666667,1,0.016666667
2020,1272580740,0,0.6,3,0.05
2021,1272582600,0,0.888888889,0,0
2022,1272580860,0,0.75,0,0
2023,1272581040,0,0.875,0,0
2024,1272582060,0,0.75,3,0.05
2025,1271660100,0,0.833333333,1,0.016666667
2026,1271660400,0,0.8,4,0.066666667
2027,1271660340,0,0.666666667,0,0
2028,1271660340,0,0.9,1,0.016666667
2029,1271660880,0,0.666666667,1,0.016666667
2030,1271664480,0,0.875,2,0.033333333
2031,1271764620,0,0.75,2,0.033333333
2032,1321732380,0,0.857142857,2,0.033333333
2033,1321734540,0,0.666666667,1,0.016666667
2034,1330679040,0,0.666666667,1,0.016666667
2035,1321732800,0,0.555555556,0,0
2036,1354757580,0,0.666666667,2,0.033333333
2037,1354758120,0,0.5,0,0
2038,1354758060,0,0.6,0,0
2039,1354757640,0,0.666666667,3,0.05
2040,1354758360,0,0.777777778,0,0
2041,1403744880,0,0.666666667,1,0.016666667
2042,1354761960,0,0.666666667,3,0.05
2043,1303457580,0,0.75,2,0.033333333
2044,1303457640,0,0.666666667,4,0.066666667
2045,1288848540,0,0.8,0,0
2046,1288849380,0,0.666666667,2,0.033333333
2047,1288849560,0,0.666666667,0,0
2048,1288849500,0,0.666666667,1,0.016666667
2049,1334944320,0,0.8,0,0
2050,1288849200,0,0.666666667,0,0
2051,1289241060,0,0.8,0,0
2052,1288854000,0,0.833333333,0,0
2053,1288850100,0,0.75,2,0.033333333
2054,1391627940,0,0.6,1,0.016666667
2055,1382427840,0,0.666666667,3,0.05
2056,1382433240,0,0.666666667,1,0.016666667
2057,1382428200,0,0.75,6,0.1
2058,1382432880,0,0.5,2,0.033333333
2059,1382428200,0,0.8,0,0
2060,1382431080,0,0.75,7,0.116666667
2061,1337223360,0,0.75,2,0.033333333
2062,1337223660,0,0.666666667,2,0.033333333
2063,1318089720,0,0.666666667,3,0.05
2064,1318090860,0,0.857142857,0,0
2065,1318090860,0,0.5,9,0.15
2066,1311670260,0,0.75,0,0
2067,1311670500,0,0.666666667,3,0.05
2068,1311670560,0,0.8,1,0.016666667
2069,1311670620,0,0.5,0,0
2070,1311670740,0,0.666666667,3,0.05
2071,1311670560,0,0.666666667,2,0.033333333
2072,1311670500,0,0.769230769,2,0.033333333
2073,1311670620,0,0.666666667,4,0.066666667
2074,1311670800,0,0.666666667,4,0.066666667
2075,1311672720,0,0.714285714,6,0.1
2076,1393582440,0,0.8,3,0.05
2077,1393584180,0,0.75,1,0.016666667
2078,1360015680,0,0.875,2,0.033333333
2079,1360015860,0,0.5,3,0.05
2080,1360015920,0,0.666666667,1,0.016666667
2081,1360015860,0,0.75,1,0.016666667
2082,1360015740,0,0.666666667,3,0.05
2083,1360016460,0,0.875,1,0.016666667
2084,1360021140,0,0.75,9,0.15
2085,1300638060,0,0.5,1,0.016666667
2086,1300638240,0,0.6,3,0.05
2087,1300638180,0,0.666666667,2,0.033333333
2088,1300638720,0,0.75,1,0.016666667
2089,1300644420,0,0.75,2,0.033333333
2090,1299548940,0,0.833333333,1,0.016666667
2091,1299549300,0,0.666666667,3,0.05
2092,1355789700,0,0.714285714,0,0
2093,1355793420,0,0.8,1,0.016666667
2094,1355790000,0,0.5,0,0
2095,1355790060,0,0.75,1,0.016666667
2096,1345698480,0,0.666666667,3,0.05
2097,1345698660,0,0.8,0,0
2098,1345698600,0,0.666666667,0,0
2099,1345698960,0,0.666666667,4,0.066666667
2100,1360706100,0,0.666666667,0,0
2101,1329527040,0,0.666666667,4,0.066666667
2102,1329528000,0,0.571428571,1,0.016666667
2103,1329463260,0,0.666666667,1,0.016666667
2104,1329463860,0,0.666666667,0,0
2105,1329463500,0,0.666666667,0,0
2106,1329463980,0,0.833333333,0,0
2107,1304429640,0,0.75,4,0.066666667
2108,1304430420,0,0.8,1,0.016666667
2109,1304430480,0,0.857142857,0,0
2110,1304429820,0,0.75,3,0.05
2111,1304430120,0,0.75,1,0.016666667
2112,1304430360,0,0.75,1,0.016666667
2113,1283947680,0,0.5,2,0.033333333
2114,1283948640,0,0.875,2,0.033333333
2115,1283947860,0,0.666666667,0,0
2116,1283947860,0,0.666666667,2,0.033333333
2117,1283947920,0,0.666666667,1,0.016666667
2118,1283949360,0,0.8,0,0
2119,1287267180,0,0.857142857,1,0.016666667
2120,1283948520,0,0.75,2,0.033333333
2121,1283948940,0,0.666666667,2,0.033333333
2122,1283949360,0,0.666666667,4,0.066666667
2123,1253285220,0,0.833333333,2,0.033333333
2124,1253285520,0,0.8,1,0.016666667
2125,1253285340,0,0.666666667,1,0.016666667
2126,1253285640,0,0.857142857,1,0.016666667
2127,1253285700,0,0.875,3,0.05
2128,1253285340,0,0.666666667,1,0.016666667
2129,1253285580,0,0.666666667,0,0
2130,1253285520,0,0.666666667,4,0.066666667
2131,1253285640,0,0.666666667,0,0
2132,1253286180,0,0.666666667,0,0
2133,1269967140,0,0.8,1,0.016666667
2134,1374091320,0,0.5,0,0
2135,1253285400,0,0.666666667,1,0.016666667
2136,1253285400,0,0.666666667,3,0.05
2137,1268414700,0,0.833333333,2,0.033333333
2138,1268415420,0,0.8,3,0.05
2139,1267741800,0,0.75,3,0.05
2140,1267741920,0,0.75,3,0.05
2141,1267742820,0,0.666666667,4,0.066666667
2142,1267741980,0,0.5,2,0.033333333
2143,1267778040,0,0.75,2,0.033333333
2144,1375600200,0,0.5,1,0.016666667
2145,1375602180,0,0.666666667,5,0.083333333
2146,1375600920,0,0.666666667,0,0
2147,1346005620,0,0.75,0,0
2148,1346007300,0,0.666666667,0,0
2149,1349565060,0,0.846153846,0,0
2150,1377748380,0,0.75,0,0
2151,1377748560,0,0.75,4,0.066666667
2152,1377748740,0,0.666666667,1,0.016666667
2153,1377752100,0,0.857142857,0,0
2154,1340539980,0,0.714285714,1,0.016666667
2155,1340540460,0,0.5,2,0.033333333
2156,1340540220,0,0.666666667,0,0
2157,1340540280,0,0.75,0,0
2158,1340540160,0,0.75,0,0
2159,1340540400,0,0.888888889,1,0.016666667
2160,1332168180,0,0.666666667,0,0
2161,1332168420,0,0.8,2,0.033333333
2162,1359734880,0,0.5,5,0.083333333
2163,1359735000,0,0.875,2,0.033333333
2164,1359735480,0,0.666666667,1,0.016666667
2165,1359735060,0,0.5,1,0.016666667
2166,1359735120,0,0.571428571,0,0
2167,1359735060,0,0.666666667,1,0.016666667
2168,1359739860,0,0.625,0,0
2169,1351514580,0,0.5,3,0.05
2170,1351515180,0,0.8,5,0.083333333
2171,1351514940,0,0.666666667,1,0.016666667
2172,1351514700,0,0.75,0,0
2173,1351514700,0,0.5,0,0
2174,1351515120,0,0.875,2,0.033333333
2175,1293203640,0,0.888888889,0,0
